credit_pull_event_id,applicant_id,product_code,event_date,dti_ratio,credit_score,credit_score_tier_change,pull_status,bureau_name,failure_code,provider_request_id,risk_status
EV-39196,AP-10565,MNT-01,8/12/2026 0:02,12.71,721,Upgraded,SUCCESS,TRANSUNION,,RCH-45027,Moderate Risk
EV-91307,AP-10566,REV-02,5/25/2025 11:43,7.89,370,No_Change,SUCCESS,TRANSUNION,,HSY-46399,Very High Risk
EV-18750,AP-10567,MNT-01,10/3/2025 2:45,32.03,382,Not_Applicable,PENDING,EQUIFAX,INVALID_REQUEST,LQA-93360,Very High Risk
EV-17401,AP-10568,REV-02,8/11/2026 6:25,20.93,427,No_Change,SUCCESS,EQUIFAX,,AUT-86603,Very High Risk
EV-27875,AP-10569,REV-02,5/23/2026 1:55,49.44,553,Downgraded,SUCCESS,TRANSUNION,,UWK-60824,Very High Risk
EV-56480,AP-10570,MNT-01,1/7/2025 23:28,11.68,791,No_Change,FAILED,EQUIFAX,PROVIDER ERROR,WAS-37161,Low Risk
EV-31029,AP-10571,MNT-01,9/25/2025 19:22,11.32,758,Downgraded,SUCCESS,TRANSUNION,,GGX-43623,Low Risk
EV-95184,AP-10572,MNT-01,5/31/2026 19:38,1.01,308,Upgraded,PENDING,EXPERIAN,PROVIDER ERROR,MFW-39469,Very High Risk
EV-21372,AP-10573,REV-02,9/14/2025 0:21,26.94,375,Upgraded,FAILED,EXPERIAN,RATE_LIMITED,RYW-01729,Very High Risk
EV-91251,AP-10574,REV-02,8/24/2026 9:48,4.56,755,Not_Applicable,SUCCESS,TRANSUNION,,SZV-92320,Low Risk
EV-58139,AP-10575,REV-02,5/14/2026 0:44,42.51,779,Not_Applicable,FAILED,TRANSUNION,,ZHY-14035,Low Risk
EV-25282,AP-10576,MNT-01,2/10/2025 19:46,1.31,657,Upgraded,SUCCESS,EQUIFAX,,VZX-04398,High Risk
EV-24883,AP-10577,MNT-01,3/8/2025 22:20,40.73,306,Upgraded,PENDING,EXPERIAN,RATE_LIMITED,EQD-35206,Very High Risk
EV-39004,AP-10578,MNT-01,3/4/2026 22:38,35.65,384,Not_Applicable,FAILED,EXPERIAN,PROVIDER ERROR,RNH-76087,Very High Risk
EV-06870,AP-10579,REV-02,5/14/2025 14:38,23.43,334,Upgraded,PENDING,EQUIFAX,PROVIDER ERROR,GCR-64560,Very High Risk
EV-80396,AP-10580,MNT-01,5/24/2025 11:34,1.36,467,Not_Applicable,SUCCESS,TRANSUNION,,CEN-28893,Very High Risk
EV-19698,AP-10581,REV-02,2/3/2026 19:05,5.23,456,Not_Applicable,PENDING,TRANSUNION,RATE_LIMITED,ZIV-56535,Very High Risk
EV-21283,AP-10582,REV-02,4/3/2026 16:29,31.28,335,Upgraded,FAILED,EXPERIAN,INVALID_REQUEST,CSJ-56174,Very High Risk
EV-47182,AP-10583,MNT-01,1/26/2025 3:19,44.67,617,Not_Applicable,SUCCESS,EQUIFAX,,TAP-00448,High Risk
EV-02590,AP-10584,MNT-01,5/3/2026 12:02,29.78,380,Upgraded,PENDING,TRANSUNION,TIMEOUT,KOB-18754,Very High Risk
EV-99485,AP-10585,MNT-01,7/11/2026 19:14,5.29,392,No_Change,SUCCESS,EXPERIAN,,KLJ-38494,Very High Risk
EV-64908,AP-10586,MNT-01,10/11/2025 14:19,3.37,692,Upgraded,FAILED,EQUIFAX,PROVIDER ERROR,SVG-63632,Moderate Risk
EV-15601,AP-10587,MNT-01,6/6/2025 10:43,8.28,419,Not_Applicable,PENDING,EXPERIAN,PROVIDER ERROR,GRW-12022,Very High Risk
EV-76200,AP-10588,MNT-01,8/11/2026 10:45,23.97,345,Not_Applicable,FAILED,EQUIFAX,,HZD-36735,Very High Risk
EV-44267,AP-10589,MNT-01,4/25/2026 7:59,24.44,753,No_Change,PENDING,EQUIFAX,RATE_LIMITED,ANZ-83383,Low Risk
EV-12947,AP-10590,MNT-01,4/7/2025 4:37,11.62,578,Not_Applicable,SUCCESS,TRANSUNION,,MGE-93884,Very High Risk
EV-17069,AP-10591,REV-02,2/5/2025 9:36,26.56,716,Not_Applicable,PENDING,EXPERIAN,,JGW-01796,Moderate Risk
EV-12306,AP-10592,REV-02,8/31/2026 7:30,46.26,805,Downgraded,FAILED,TRANSUNION,PROVIDER ERROR,ICL-22299,Low Risk
EV-79836,AP-10593,MNT-01,3/30/2025 12:47,40.49,627,No_Change,SUCCESS,TRANSUNION,,RDF-62830,High Risk
EV-93252,AP-10594,REV-02,9/28/2025 11:33,22.52,687,Upgraded,PENDING,EXPERIAN,RATE_LIMITED,WIX-78781,Moderate Risk
EV-37419,AP-10595,REV-02,4/19/2025 6:14,8.49,523,No_Change,PENDING,EXPERIAN,PROVIDER ERROR,JTS-19683,Very High Risk
EV-99643,AP-10596,MNT-01,8/13/2025 0:42,14.4,545,Upgraded,FAILED,EQUIFAX,TIMEOUT,ADG-29759,Very High Risk
EV-51058,AP-10597,MNT-01,4/22/2025 14:54,20.47,718,No_Change,PENDING,EQUIFAX,,KGC-73372,Moderate Risk
EV-46898,AP-10598,REV-02,2/25/2026 1:18,24.5,521,No_Change,FAILED,TRANSUNION,RATE_LIMITED,QAS-84867,Very High Risk
EV-81092,AP-10599,MNT-01,8/4/2025 9:21,43.45,371,Downgraded,FAILED,EXPERIAN,PROVIDER ERROR,ZIK-79474,Very High Risk
EV-34484,AP-10600,REV-02,5/11/2025 3:36,41.3,820,No_Change,PENDING,EXPERIAN,TIMEOUT,DNX-63946,Low Risk
EV-76795,AP-10601,REV-02,11/2/2025 4:49,20.45,325,No_Change,FAILED,TRANSUNION,TIMEOUT,KOG-46826,Very High Risk
EV-31263,AP-10602,MNT-01,2/6/2026 19:07,9.13,489,Upgraded,FAILED,EXPERIAN,PROVIDER ERROR,SLJ-02789,Very High Risk
EV-48392,AP-10603,REV-02,3/15/2026 17:41,9.56,320,Upgraded,PENDING,EQUIFAX,,BUX-50958,Very High Risk
EV-12816,AP-10604,REV-02,3/3/2025 11:06,0.41,786,No_Change,SUCCESS,EXPERIAN,,GUZ-07943,Low Risk
EV-01346,AP-10605,REV-02,8/22/2025 6:59,41.84,420,No_Change,SUCCESS,EQUIFAX,,GPD-55618,Very High Risk
EV-04587,AP-10606,REV-02,2/6/2026 12:26,22.42,746,No_Change,PENDING,TRANSUNION,PROVIDER ERROR,TWU-53388,Moderate Risk
EV-57803,AP-10607,REV-02,11/24/2025 17:05,12.78,757,Not_Applicable,PENDING,EXPERIAN,INVALID_REQUEST,UNN-30241,Low Risk
EV-67857,AP-10608,REV-02,2/10/2026 1:26,41.1,609,Not_Applicable,SUCCESS,EQUIFAX,,CKU-49754,High Risk
EV-43271,AP-10609,MNT-01,8/16/2026 22:50,2.43,457,Downgraded,FAILED,EQUIFAX,INVALID_REQUEST,PUD-30550,Very High Risk
EV-04835,AP-10610,MNT-01,8/25/2025 1:23,3.53,780,Not_Applicable,SUCCESS,EQUIFAX,,LSJ-54840,Low Risk
EV-38891,AP-10611,MNT-01,1/4/2025 12:01,8.39,408,Not_Applicable,PENDING,TRANSUNION,PROVIDER ERROR,JGL-24528,Very High Risk
EV-91513,AP-10612,REV-02,4/8/2025 0:30,37.58,694,Upgraded,FAILED,EQUIFAX,TIMEOUT,INA-30293,Moderate Risk
EV-29413,AP-10613,REV-02,1/15/2025 9:04,35.02,645,Upgraded,FAILED,EQUIFAX,INVALID_REQUEST,KST-12762,High Risk
EV-78559,AP-10614,MNT-01,10/28/2025 22:45,33.45,790,Not_Applicable,PENDING,TRANSUNION,TIMEOUT,FPM-83220,Low Risk
EV-33714,AP-10615,MNT-01,4/26/2026 22:23,12.08,337,Not_Applicable,FAILED,EQUIFAX,RATE_LIMITED,JNU-25625,Very High Risk
EV-70959,AP-10616,MNT-01,1/18/2026 18:51,49.96,471,Downgraded,FAILED,EXPERIAN,,ZHD-01739,Very High Risk
EV-10887,AP-10617,MNT-01,3/29/2025 16:50,6.54,467,Upgraded,PENDING,EXPERIAN,,UJL-00866,Very High Risk
EV-60248,AP-10618,REV-02,1/26/2026 12:16,41.58,717,No_Change,PENDING,TRANSUNION,TIMEOUT,XXX-20022,Moderate Risk
EV-17024,AP-10619,MNT-01,4/23/2026 20:49,49.91,787,Downgraded,SUCCESS,TRANSUNION,,SDA-06712,Low Risk
EV-63587,AP-10620,REV-02,1/30/2025 17:57,39.08,820,Not_Applicable,FAILED,EQUIFAX,RATE_LIMITED,GKJ-07182,Low Risk
EV-32510,AP-10621,REV-02,12/4/2025 20:56,1.38,814,Not_Applicable,FAILED,TRANSUNION,,KRT-74180,Low Risk
EV-23069,AP-10622,MNT-01,6/27/2026 16:05,4.71,682,Downgraded,FAILED,EQUIFAX,INVALID_REQUEST,JDN-85690,Moderate Risk
EV-93642,AP-10623,REV-02,6/9/2025 20:31,11.58,534,Not_Applicable,SUCCESS,EQUIFAX,,HVO-80959,Very High Risk
EV-90726,AP-10624,REV-02,12/1/2025 16:16,40.24,722,Not_Applicable,FAILED,TRANSUNION,INVALID_REQUEST,FYK-19447,Moderate Risk
EV-93837,AP-10625,MNT-01,12/16/2025 17:13,7.67,388,Downgraded,PENDING,EQUIFAX,TIMEOUT,WNY-15614,Very High Risk
EV-21237,AP-10626,REV-02,4/23/2025 12:56,28.31,721,Downgraded,PENDING,EQUIFAX,RATE_LIMITED,ALS-15992,Moderate Risk
EV-47832,AP-10627,MNT-01,10/23/2025 17:10,46.68,461,Not_Applicable,PENDING,TRANSUNION,TIMEOUT,DIE-61780,Very High Risk
EV-20714,AP-10628,REV-02,2/26/2025 18:06,37.66,407,Not_Applicable,PENDING,TRANSUNION,PROVIDER ERROR,SXM-65238,Very High Risk
EV-79006,AP-10629,REV-02,4/11/2026 11:22,7.06,829,Not_Applicable,FAILED,TRANSUNION,INVALID_REQUEST,XAB-19547,Low Risk
EV-61178,AP-10630,MNT-01,3/21/2025 5:30,11.3,756,Upgraded,FAILED,EXPERIAN,PROVIDER ERROR,LPV-66957,Low Risk
EV-66544,AP-10631,MNT-01,5/7/2026 17:25,46.59,571,No_Change,PENDING,TRANSUNION,PROVIDER ERROR,ASQ-26054,Very High Risk
EV-95851,AP-10632,REV-02,3/8/2025 20:08,37.22,485,Not_Applicable,FAILED,EXPERIAN,,GZE-24417,Very High Risk
EV-07945,AP-10633,REV-02,4/5/2026 11:34,0.49,333,No_Change,SUCCESS,EXPERIAN,,OSP-52788,Very High Risk
EV-29885,AP-10634,REV-02,11/26/2025 11:02,14.25,497,No_Change,FAILED,EQUIFAX,INVALID_REQUEST,COH-29222,Very High Risk
EV-07117,AP-10635,REV-02,3/7/2025 16:03,27.41,374,Not_Applicable,PENDING,EQUIFAX,PROVIDER ERROR,WIF-84301,Very High Risk
EV-61392,AP-10636,MNT-01,4/13/2026 5:44,28.32,792,No_Change,FAILED,EXPERIAN,INVALID_REQUEST,RSK-29232,Low Risk
EV-79408,AP-10637,MNT-01,4/23/2025 18:22,32.74,817,No_Change,FAILED,EXPERIAN,PROVIDER ERROR,EKX-33873,Low Risk
EV-93815,AP-10638,MNT-01,8/14/2026 1:46,24.69,820,No_Change,SUCCESS,EXPERIAN,,FPO-30026,Low Risk
EV-02084,AP-10639,REV-02,7/22/2025 11:28,40.91,590,Not_Applicable,SUCCESS,EQUIFAX,,HOE-20773,High Risk
EV-36139,AP-10640,REV-02,4/22/2025 13:15,23.68,493,Upgraded,FAILED,EQUIFAX,INVALID_REQUEST,XON-21933,Very High Risk
EV-48291,AP-10641,MNT-01,8/27/2025 12:02,46.56,547,Upgraded,SUCCESS,EXPERIAN,,JYO-46582,Very High Risk
EV-69120,AP-10642,MNT-01,2/27/2026 10:54,19.7,779,No_Change,FAILED,EXPERIAN,PROVIDER ERROR,COJ-91382,Low Risk
EV-43174,AP-10643,REV-02,4/5/2025 18:48,32.58,634,Not_Applicable,FAILED,EQUIFAX,RATE_LIMITED,YUW-84127,High Risk
EV-37091,AP-10644,REV-02,3/15/2026 6:25,30.5,643,No_Change,PENDING,EXPERIAN,PROVIDER ERROR,UIL-45946,High Risk
EV-09352,AP-10645,REV-02,3/17/2025 23:59,21.15,847,Upgraded,FAILED,TRANSUNION,PROVIDER ERROR,WWM-59026,Low Risk
EV-67153,AP-10646,REV-02,8/22/2025 6:50,36.98,784,No_Change,SUCCESS,TRANSUNION,,IFS-70984,Low Risk
EV-34307,AP-10647,REV-02,4/19/2025 0:32,30,554,Downgraded,SUCCESS,EXPERIAN,,ZGM-56504,Very High Risk
EV-57024,AP-10648,REV-02,7/9/2026 10:17,29.57,634,Not_Applicable,PENDING,EXPERIAN,TIMEOUT,JVM-91932,High Risk
EV-35053,AP-10649,REV-02,8/24/2026 23:14,36.91,333,Downgraded,SUCCESS,TRANSUNION,,COB-83229,Very High Risk
EV-05901,AP-10650,REV-02,3/10/2026 8:39,39.2,846,Downgraded,FAILED,TRANSUNION,RATE_LIMITED,UXH-56977,Low Risk
EV-07327,AP-10651,MNT-01,4/8/2025 15:17,34.45,779,Downgraded,PENDING,EQUIFAX,TIMEOUT,CND-50940,Low Risk
EV-77677,AP-10652,REV-02,12/18/2025 6:37,48.87,310,Downgraded,FAILED,EXPERIAN,,XHY-34283,Very High Risk
EV-46432,AP-10653,MNT-01,1/1/2025 10:44,13.84,650,Not_Applicable,FAILED,EQUIFAX,RATE_LIMITED,OJX-00067,High Risk
EV-23311,AP-10654,MNT-01,2/12/2026 6:03,6.4,339,No_Change,PENDING,EXPERIAN,RATE_LIMITED,DEW-02777,Very High Risk
EV-25497,AP-10655,MNT-01,8/30/2025 10:37,13.1,543,No_Change,SUCCESS,TRANSUNION,,CYV-78471,Very High Risk
EV-24741,AP-10656,MNT-01,3/17/2025 2:31,35.91,310,No_Change,PENDING,EXPERIAN,INVALID_REQUEST,IHW-59175,Very High Risk
EV-59804,AP-10657,MNT-01,12/26/2025 19:49,0.95,382,Upgraded,SUCCESS,EQUIFAX,,CGQ-87995,Very High Risk
EV-96452,AP-10658,MNT-01,5/22/2026 3:12,10.09,836,Not_Applicable,PENDING,EQUIFAX,INVALID_REQUEST,ZCD-09218,Low Risk
EV-30323,AP-10659,REV-02,3/13/2025 19:42,33.95,846,No_Change,FAILED,TRANSUNION,RATE_LIMITED,ETL-84945,Low Risk
EV-52637,AP-10660,REV-02,9/7/2025 9:17,17.95,360,No_Change,PENDING,EQUIFAX,TIMEOUT,KPC-10497,Very High Risk
EV-14903,AP-10661,REV-02,3/21/2025 20:34,19.99,793,No_Change,FAILED,EQUIFAX,TIMEOUT,FIM-05891,Low Risk
EV-95740,AP-10662,MNT-01,9/2/2025 18:00,12.03,683,Not_Applicable,PENDING,EXPERIAN,INVALID_REQUEST,WEH-71612,Moderate Risk
EV-03813,AP-10663,MNT-01,12/31/2025 15:55,13.56,650,Downgraded,SUCCESS,TRANSUNION,,FXS-21187,High Risk
EV-86823,AP-10664,REV-02,9/5/2026 15:48,39.54,545,Not_Applicable,PENDING,TRANSUNION,PROVIDER ERROR,SQC-02002,Very High Risk
EV-02046,AP-10665,MNT-01,3/11/2025 12:52,16.13,310,Downgraded,SUCCESS,EXPERIAN,,MMV-19419,Very High Risk
EV-94166,AP-10666,MNT-01,11/7/2025 18:43,42.04,746,Downgraded,FAILED,EQUIFAX,INVALID_REQUEST,HTB-08748,Moderate Risk
EV-37518,AP-10667,MNT-01,3/9/2026 21:38,47.66,564,Not_Applicable,SUCCESS,TRANSUNION,,ZON-67832,Very High Risk
EV-18911,AP-10668,REV-02,1/3/2026 0:50,14.2,486,Upgraded,SUCCESS,TRANSUNION,,PMT-52157,Very High Risk
EV-39596,AP-10669,MNT-01,5/31/2026 7:05,38.77,798,No_Change,PENDING,EXPERIAN,PROVIDER ERROR,ZRV-78986,Low Risk
EV-90954,AP-10670,MNT-01,3/1/2026 17:40,26.39,313,No_Change,SUCCESS,TRANSUNION,,ASG-27583,Very High Risk
EV-33554,AP-10671,REV-02,6/8/2026 2:41,22.95,836,No_Change,FAILED,TRANSUNION,,WDL-14963,Low Risk
EV-17394,AP-10672,REV-02,12/20/2025 7:41,23.48,723,Upgraded,PENDING,EQUIFAX,INVALID_REQUEST,PFJ-02922,Moderate Risk
EV-88783,AP-10673,MNT-01,2/23/2026 9:10,42.48,826,Upgraded,FAILED,EQUIFAX,RATE_LIMITED,PQK-93260,Low Risk
EV-27243,AP-10674,REV-02,2/4/2026 2:08,43.38,653,No_Change,PENDING,TRANSUNION,INVALID_REQUEST,NBQ-22134,High Risk
EV-19820,AP-10675,MNT-01,10/12/2025 13:11,26.83,626,Upgraded,PENDING,EXPERIAN,INVALID_REQUEST,JPH-51606,High Risk
EV-02283,AP-10676,MNT-01,2/21/2025 19:58,23.3,542,Not_Applicable,PENDING,TRANSUNION,TIMEOUT,SQF-25968,Very High Risk
EV-99222,AP-10677,MNT-01,5/19/2026 16:23,32.88,527,No_Change,PENDING,EQUIFAX,,QGS-41886,Very High Risk
EV-21206,AP-10678,MNT-01,6/30/2026 16:07,13.5,404,Not_Applicable,PENDING,EQUIFAX,INVALID_REQUEST,WNI-22803,Very High Risk
EV-72246,AP-10679,MNT-01,6/12/2025 17:34,17.66,434,Downgraded,SUCCESS,EQUIFAX,,XRW-10977,Very High Risk
EV-38339,AP-10680,REV-02,6/25/2026 13:54,6.14,711,No_Change,SUCCESS,EQUIFAX,,KUL-77865,Moderate Risk
EV-18550,AP-10681,REV-02,8/15/2026 12:19,17.36,654,Downgraded,SUCCESS,TRANSUNION,,QNB-23348,High Risk
EV-83595,AP-10682,REV-02,10/25/2025 0:47,12.88,399,Upgraded,FAILED,EXPERIAN,PROVIDER ERROR,RVO-35694,Very High Risk
EV-14596,AP-10683,MNT-01,4/29/2026 15:13,46.98,560,Not_Applicable,PENDING,TRANSUNION,RATE_LIMITED,ECR-97893,Very High Risk
EV-50805,AP-10684,REV-02,10/25/2025 10:08,8.16,627,Upgraded,SUCCESS,TRANSUNION,,DPJ-67066,High Risk
EV-55328,AP-10685,MNT-01,2/26/2026 18:28,10.81,426,Not_Applicable,PENDING,TRANSUNION,INVALID_REQUEST,WUQ-77963,Very High Risk
EV-51029,AP-10686,MNT-01,5/9/2025 20:26,14.23,850,Upgraded,PENDING,EXPERIAN,RATE_LIMITED,EQM-88077,Low Risk
EV-08595,AP-10687,MNT-01,8/2/2025 15:43,4.79,827,Downgraded,FAILED,EXPERIAN,,BZM-11359,Low Risk
EV-26658,AP-10688,REV-02,9/23/2025 23:48,31.13,459,Upgraded,PENDING,EXPERIAN,RATE_LIMITED,UDV-29479,Very High Risk
EV-23202,AP-10689,REV-02,6/12/2025 17:02,11.23,836,Upgraded,FAILED,TRANSUNION,TIMEOUT,DUT-65477,Low Risk
EV-67691,AP-10690,MNT-01,9/10/2025 17:56,8.95,494,Upgraded,SUCCESS,EXPERIAN,,BUS-52994,Very High Risk
EV-67648,AP-10691,REV-02,2/7/2025 0:39,32.94,552,No_Change,SUCCESS,EXPERIAN,,PKS-73934,Very High Risk
EV-45813,AP-10692,REV-02,3/15/2025 22:37,27.26,309,Not_Applicable,FAILED,EQUIFAX,,YWR-90119,Very High Risk
EV-12009,AP-10693,REV-02,8/26/2025 4:08,7.17,737,No_Change,FAILED,EQUIFAX,,MKH-37850,Moderate Risk
EV-44357,AP-10694,MNT-01,4/8/2025 17:43,11.07,384,Upgraded,FAILED,EXPERIAN,PROVIDER ERROR,ERJ-44532,Very High Risk
EV-22023,AP-10695,MNT-01,7/5/2026 9:50,4.97,550,No_Change,FAILED,EQUIFAX,,AKC-61184,Very High Risk
EV-41752,AP-10696,MNT-01,6/23/2026 21:56,11.36,821,Downgraded,PENDING,TRANSUNION,TIMEOUT,RBA-45603,Low Risk
EV-36343,AP-10697,MNT-01,6/25/2025 20:08,34.98,649,Upgraded,SUCCESS,TRANSUNION,,KLA-44146,High Risk
EV-26453,AP-10698,REV-02,5/31/2025 4:03,34.04,461,Upgraded,SUCCESS,EXPERIAN,,KDD-22011,Very High Risk
EV-83628,AP-10699,REV-02,7/14/2026 14:10,25.82,439,No_Change,SUCCESS,EXPERIAN,,BCL-92453,Very High Risk
EV-38930,AP-10700,MNT-01,8/8/2025 9:05,32.88,674,Not_Applicable,PENDING,EQUIFAX,,RVW-60664,Moderate Risk
EV-27417,AP-10701,MNT-01,1/1/2026 21:22,32.29,660,Upgraded,SUCCESS,EQUIFAX,,KOM-84934,High Risk
EV-81717,AP-10702,MNT-01,1/14/2025 20:18,16.09,741,Upgraded,SUCCESS,TRANSUNION,,IPH-42646,Moderate Risk
EV-26604,AP-10703,REV-02,7/19/2026 13:33,25.82,840,Upgraded,FAILED,EXPERIAN,,QSR-12956,Low Risk
EV-02612,AP-10704,MNT-01,4/30/2025 19:57,5.6,475,Upgraded,SUCCESS,TRANSUNION,,ENA-17651,Very High Risk
EV-91212,AP-10705,MNT-01,4/22/2026 23:26,49.45,487,Downgraded,SUCCESS,EQUIFAX,,IIO-89630,Very High Risk
EV-64003,AP-10706,MNT-01,2/21/2026 22:05,30.87,726,No_Change,PENDING,EQUIFAX,RATE_LIMITED,OKQ-74853,Moderate Risk
EV-96321,AP-10707,MNT-01,4/17/2025 18:34,17.64,747,Not_Applicable,PENDING,TRANSUNION,INVALID_REQUEST,JRS-00464,Moderate Risk
EV-11239,AP-10708,MNT-01,3/16/2025 9:47,35.06,688,Downgraded,PENDING,EXPERIAN,PROVIDER ERROR,OIY-49259,Moderate Risk
EV-74043,AP-10709,REV-02,4/2/2025 16:01,49.99,524,Upgraded,SUCCESS,TRANSUNION,,FEV-08936,Very High Risk
EV-92049,AP-10710,MNT-01,7/6/2026 21:55,49.76,661,Downgraded,PENDING,EQUIFAX,,SUZ-86637,High Risk
EV-08340,AP-10711,MNT-01,7/26/2025 7:13,3.53,576,Upgraded,FAILED,EXPERIAN,PROVIDER ERROR,SPN-51945,Very High Risk
EV-64847,AP-10712,MNT-01,3/27/2025 16:59,32.18,492,No_Change,FAILED,TRANSUNION,PROVIDER ERROR,HIG-61448,Very High Risk
EV-75834,AP-10713,MNT-01,8/12/2026 4:25,9.78,445,Downgraded,SUCCESS,TRANSUNION,,GDF-63251,Very High Risk
EV-18127,AP-10714,REV-02,6/26/2026 19:09,13.02,782,Upgraded,FAILED,EQUIFAX,INVALID_REQUEST,OJY-52624,Low Risk
EV-27681,AP-10715,REV-02,12/11/2025 3:34,38.99,674,Upgraded,FAILED,EXPERIAN,PROVIDER ERROR,MHN-75741,Moderate Risk
EV-69789,AP-10716,REV-02,8/14/2026 10:33,10.09,504,Downgraded,FAILED,EXPERIAN,INVALID_REQUEST,VDC-36734,Very High Risk
EV-84664,AP-10717,REV-02,9/19/2025 14:17,9.56,397,Downgraded,SUCCESS,TRANSUNION,,GPG-79806,Very High Risk
EV-94035,AP-10718,REV-02,7/8/2025 9:22,4.86,513,Not_Applicable,FAILED,EXPERIAN,TIMEOUT,SXH-24723,Very High Risk
EV-50314,AP-10719,MNT-01,6/30/2025 3:56,37.68,804,Downgraded,FAILED,EXPERIAN,,XOC-70074,Low Risk
EV-12521,AP-10720,MNT-01,3/27/2026 1:50,12.64,415,Upgraded,FAILED,EQUIFAX,PROVIDER ERROR,CVV-67056,Very High Risk
EV-38881,AP-10721,MNT-01,1/16/2025 17:46,14.45,549,Not_Applicable,FAILED,TRANSUNION,RATE_LIMITED,BHR-76934,Very High Risk
EV-18658,AP-10722,MNT-01,8/16/2026 3:39,15.31,779,Not_Applicable,PENDING,TRANSUNION,PROVIDER ERROR,SBO-17208,Low Risk
EV-99691,AP-10723,MNT-01,3/24/2025 23:17,32.38,733,Not_Applicable,FAILED,TRANSUNION,PROVIDER ERROR,HIN-49792,Moderate Risk
EV-66685,AP-10724,MNT-01,2/10/2025 18:48,33.99,796,Not_Applicable,FAILED,EQUIFAX,INVALID_REQUEST,WTM-82606,Low Risk
EV-93160,AP-10725,REV-02,5/4/2026 5:52,49.59,682,Downgraded,PENDING,EQUIFAX,,THE-70227,Moderate Risk
EV-99993,AP-10726,MNT-01,2/1/2025 19:42,41.56,457,No_Change,SUCCESS,EQUIFAX,,CZY-36795,Very High Risk
EV-54995,AP-10727,MNT-01,1/30/2026 18:41,30.58,636,No_Change,SUCCESS,EQUIFAX,,GLS-41852,High Risk
EV-56688,AP-10728,REV-02,11/16/2025 19:35,9.01,594,Downgraded,PENDING,EQUIFAX,,EQD-85980,High Risk
EV-56390,AP-10729,MNT-01,8/26/2025 11:47,7.55,495,Upgraded,SUCCESS,EQUIFAX,,DGR-63821,Very High Risk
EV-94487,AP-10730,REV-02,11/10/2025 10:53,9.34,754,No_Change,SUCCESS,TRANSUNION,,MAU-26717,Low Risk
EV-41717,AP-10731,MNT-01,2/15/2026 14:30,35.84,477,Upgraded,SUCCESS,EXPERIAN,,ABF-73370,Very High Risk
EV-62978,AP-10732,MNT-01,1/19/2025 21:50,24.63,591,Not_Applicable,FAILED,EXPERIAN,INVALID_REQUEST,JDS-26912,High Risk
EV-51766,AP-10733,REV-02,7/26/2025 4:00,16.81,470,Downgraded,SUCCESS,EQUIFAX,,UCI-41040,Very High Risk
EV-67138,AP-10734,MNT-01,10/23/2025 3:25,0.56,534,Downgraded,SUCCESS,EQUIFAX,,KWP-47418,Very High Risk
EV-50504,AP-10735,REV-02,6/19/2026 13:30,43.52,474,Not_Applicable,FAILED,EQUIFAX,INVALID_REQUEST,ZGS-47790,Very High Risk
EV-63487,AP-10736,REV-02,1/31/2026 11:21,23.6,532,Downgraded,PENDING,EXPERIAN,TIMEOUT,BIQ-82694,Very High Risk
EV-35565,AP-10737,MNT-01,1/3/2025 11:12,31.18,653,Upgraded,SUCCESS,EQUIFAX,,OYN-43417,High Risk
EV-64257,AP-10738,REV-02,11/25/2025 2:02,12.45,575,Upgraded,FAILED,TRANSUNION,RATE_LIMITED,QWS-42190,Very High Risk
EV-49284,AP-10739,MNT-01,5/26/2026 1:12,18.86,594,No_Change,SUCCESS,EXPERIAN,,VXL-30066,High Risk
EV-88104,AP-10740,REV-02,1/20/2026 23:01,42.85,344,Upgraded,PENDING,EXPERIAN,INVALID_REQUEST,FQT-01136,Very High Risk
EV-15705,AP-10741,MNT-01,4/26/2025 19:16,4.11,584,Downgraded,FAILED,EXPERIAN,INVALID_REQUEST,YUM-77980,High Risk
EV-44295,AP-10742,MNT-01,2/15/2026 20:24,13.56,423,Downgraded,PENDING,EXPERIAN,,VMH-98788,Very High Risk
EV-35155,AP-10743,REV-02,6/9/2026 2:23,42.72,657,Upgraded,SUCCESS,EXPERIAN,,YKZ-41337,High Risk
EV-45916,AP-10744,REV-02,4/17/2026 14:25,0.94,805,Downgraded,PENDING,TRANSUNION,PROVIDER ERROR,ORA-84624,Low Risk
EV-50547,AP-10745,MNT-01,5/22/2026 10:03,14.28,692,Not_Applicable,PENDING,EQUIFAX,PROVIDER ERROR,WGA-44985,Moderate Risk
EV-42136,AP-10746,REV-02,8/9/2025 5:17,14.96,610,Downgraded,SUCCESS,TRANSUNION,,VFF-85148,High Risk
EV-68102,AP-10747,MNT-01,8/9/2025 22:33,42.13,474,No_Change,FAILED,EXPERIAN,PROVIDER ERROR,SEQ-90711,Very High Risk
EV-67617,AP-10748,REV-02,4/26/2026 13:44,31.42,774,Upgraded,FAILED,EQUIFAX,RATE_LIMITED,RYY-57447,Low Risk
EV-25102,AP-10749,MNT-01,2/25/2025 4:21,5.97,513,Downgraded,SUCCESS,EXPERIAN,,EHQ-05535,Very High Risk
EV-02127,AP-10750,MNT-01,5/27/2026 7:09,27.67,506,Upgraded,SUCCESS,EXPERIAN,,EYK-78084,Very High Risk
EV-76999,AP-10751,MNT-01,5/14/2026 23:52,48.1,445,Downgraded,SUCCESS,EXPERIAN,,UXJ-06202,Very High Risk
