applicant_id,income,employment_duration,credit_score,credit_risk_tier,region,birth_date,employment_status,housing_status,residential_status,state,application_date
AP-10814,744,350,466,Excellent,Northeast,9/11/1974,retired,retired,own,NC,4/13/2026 4:17
AP-10815,106,68,520,Subprime,West,5/26/1999,retired,retired,rent,NC,5/11/2026 6:09
AP-10816,723,4,772,Fair,Southeast,7/16/1961,retired,retired,own,NC,5/3/2025 20:31
AP-10817,690,209,711,Subprime,West,10/7/1960,employed,retired,rent,NC,11/4/2025 18:39
AP-10818,60,41,613,Excellent,Southeast,2/25/1966,employed,self-employed,other,NC,3/30/2026 8:50
AP-10819,731,189,582,Subprime,Southwest,1/29/1946,retired,retired,own,NC,3/16/2025 5:54
AP-10820,504,328,426,Fair,West,3/11/1945,retired,retired,other,NC,1/17/2026 22:16
AP-10821,572,8,470,Good,Midwest,5/13/1965,employed,retired,other,NC,7/30/2025 20:06
AP-10822,589,284,346,Excellent,West,1/26/1973,retired,retired,own,NC,1/21/2026 19:40
AP-10823,369,148,736,Subprime,Southeast,10/4/1977,employed,retired,other,NC,6/19/2026 4:44
AP-10824,663,41,439,Fair,Southeast,2/19/1971,employed,employed,other,NC,3/8/2026 17:45
AP-10825,388,159,337,Fair,Midwest,11/26/2002,employed,employed,rent,NC,8/22/2025 22:13
AP-10826,985,152,418,Fair,Southwest,11/29/2007,retired,retired,rent,NC,7/23/2026 13:24
AP-10827,294,226,464,Subprime,Southwest,7/20/1945,employed,self-employed,rent,NC,3/27/2026 11:42
AP-10828,942,155,638,Good,Southwest,1/3/1993,retired,employed,own,NC,11/4/2025 16:24
AP-10829,88,350,664,Subprime,Midwest,11/3/1948,self-employed,self-employed,rent,NC,1/23/2025 7:25
AP-10830,775,140,692,Good,West,9/1/1971,retired,self-employed,rent,NC,1/26/2025 2:23
AP-10831,359,43,490,Excellent,Midwest,2/16/2006,retired,retired,rent,NC,3/18/2025 9:45
AP-10832,263,281,741,Good,Southwest,6/5/1996,self-employed,employed,rent,NC,2/18/2025 6:24
AP-10833,791,195,825,Excellent,Southwest,5/23/2003,employed,retired,rent,NC,2/23/2026 19:55
AP-10834,163,305,772,Good,Southwest,11/24/1971,retired,self-employed,rent,NC,9/4/2025 8:55
AP-10835,975,3,411,Good,West,12/5/1946,self-employed,employed,rent,NC,6/12/2026 16:03
AP-10836,408,266,476,Good,West,7/5/1992,employed,self-employed,own,NC,4/24/2025 22:02
AP-10837,14,7,684,Subprime,Southwest,7/2/1955,retired,self-employed,own,NC,7/14/2025 15:58
AP-10838,632,140,437,Excellent,West,11/4/1977,self-employed,retired,own,NC,4/14/2025 23:00
AP-10839,130,312,620,Fair,Southeast,6/30/1953,employed,employed,other,NC,3/9/2026 6:25
AP-10840,291,22,490,Excellent,Southwest,6/17/1986,employed,retired,rent,NC,7/20/2025 6:49
AP-10841,664,177,614,Fair,Midwest,11/20/1953,self-employed,employed,other,NC,12/13/2025 2:41
AP-10842,592,149,756,Excellent,Southwest,3/25/1982,retired,employed,own,NC,6/22/2026 20:05
AP-10843,515,217,824,Subprime,Northeast,6/10/1997,self-employed,employed,other,NC,2/4/2026 10:24
AP-10844,517,142,815,Excellent,West,8/26/2002,retired,self-employed,own,NC,7/31/2026 23:17
AP-10845,905,165,838,Good,Southwest,1/24/2004,retired,retired,rent,NC,8/10/2025 8:21
AP-10846,773,206,495,Subprime,Southwest,3/18/2004,employed,self-employed,rent,NC,5/2/2026 7:45
AP-10847,592,345,561,Fair,Southwest,6/8/1964,employed,retired,own,NC,3/9/2026 1:37
AP-10848,231,298,466,Subprime,Midwest,2/1/1954,retired,self-employed,other,NC,1/22/2025 16:37
AP-10849,725,195,517,Good,Midwest,7/2/2000,self-employed,self-employed,rent,NC,3/3/2026 3:25
AP-10850,705,258,658,Good,Southeast,7/18/1955,self-employed,employed,own,NC,6/9/2026 10:22
AP-10851,187,52,311,Good,Southeast,11/12/1976,self-employed,retired,rent,NC,2/1/2025 12:32
AP-10852,654,83,823,Excellent,Northeast,12/20/2006,self-employed,employed,other,NC,6/2/2026 19:27
AP-10853,460,201,834,Fair,Northeast,11/28/1993,retired,employed,other,NC,4/4/2025 19:02
AP-10854,819,343,732,Subprime,Southeast,8/2/1946,employed,self-employed,own,NC,7/12/2025 17:48
AP-10855,234,3,325,Good,West,7/9/1994,self-employed,retired,own,NC,2/6/2025 7:26
AP-10856,246,296,701,Good,Midwest,4/9/1945,employed,self-employed,other,NC,3/6/2026 0:58
AP-10857,403,341,395,Fair,Midwest,9/16/1975,self-employed,self-employed,own,NC,6/19/2026 2:00
AP-10858,4,25,450,Excellent,Southwest,9/18/1985,employed,retired,own,NC,3/8/2025 15:05
AP-10859,92,237,574,Fair,Northeast,12/6/1945,retired,self-employed,rent,NC,6/7/2025 3:02
AP-10860,250,101,799,Subprime,Southwest,5/13/1961,self-employed,employed,other,NC,6/28/2026 0:00
AP-10861,325,172,822,Fair,Southeast,5/2/1988,retired,employed,rent,NC,7/28/2025 6:55
AP-10862,108,211,387,Good,West,12/12/2006,retired,self-employed,own,NC,7/16/2026 20:18
AP-10863,473,45,524,Fair,Southeast,12/27/2004,retired,employed,rent,NC,2/24/2026 10:23
AP-10864,270,67,378,Good,Midwest,12/16/1951,employed,self-employed,rent,NC,6/7/2026 19:17
AP-10865,903,322,499,Fair,Northeast,10/23/1987,employed,retired,other,NC,1/22/2025 20:44
AP-10866,492,285,703,Fair,Midwest,4/15/1992,self-employed,employed,other,NC,1/6/2026 10:58
AP-10867,102,53,636,Excellent,Southwest,9/2/1986,retired,employed,rent,NC,11/6/2025 20:57
AP-10868,453,291,413,Excellent,West,2/1/1949,retired,retired,own,NC,3/13/2026 15:45
AP-10869,780,88,381,Fair,Southeast,5/25/1951,employed,retired,other,NC,1/27/2026 1:13
AP-10870,723,210,514,Fair,Northeast,5/20/1971,employed,retired,own,NC,10/20/2025 0:32
AP-10871,164,193,399,Excellent,West,9/6/2004,employed,employed,rent,NC,3/25/2025 22:53
AP-10872,693,212,416,Excellent,Southeast,2/5/1953,employed,retired,own,NC,6/14/2025 17:05
AP-10873,968,201,530,Fair,Northeast,4/18/1948,employed,retired,rent,NC,9/3/2025 21:41
AP-10874,894,109,582,Excellent,Southeast,11/2/1970,employed,retired,other,NC,1/11/2025 23:29
AP-10875,4,313,575,Excellent,Midwest,2/23/2002,employed,employed,own,NC,12/5/2025 0:02
AP-10876,641,358,448,Excellent,Southwest,7/12/1954,retired,retired,other,NC,12/31/2025 16:32
AP-10877,136,63,345,Fair,Northeast,6/23/1980,employed,employed,own,NC,5/4/2025 1:31
AP-10878,565,324,686,Excellent,Southeast,6/19/1962,retired,employed,own,NC,2/28/2026 23:44
AP-10879,623,149,531,Subprime,Southwest,8/18/1993,self-employed,retired,rent,NC,6/22/2025 12:40
AP-10880,595,3,842,Fair,Northeast,7/22/1966,employed,retired,other,NC,4/20/2026 5:23
AP-10881,879,204,673,Good,Southeast,5/26/1997,retired,self-employed,own,NC,3/31/2025 4:37
AP-10882,787,253,728,Excellent,West,3/30/1965,retired,employed,rent,NC,3/28/2026 9:32
AP-10883,555,327,514,Fair,Midwest,7/23/1958,self-employed,self-employed,rent,NC,8/10/2025 13:32
AP-10884,649,16,793,Subprime,Northeast,11/8/2002,self-employed,retired,rent,NC,2/4/2025 11:07
AP-10885,349,122,828,Fair,West,6/3/1980,self-employed,retired,rent,NC,12/2/2025 8:15
AP-10886,12,348,441,Good,Midwest,1/31/1969,retired,retired,rent,NC,7/12/2025 16:32
AP-10887,72,41,658,Fair,Midwest,11/23/1955,self-employed,self-employed,rent,NC,4/12/2026 16:54
AP-10888,736,44,710,Excellent,Northeast,8/16/1953,retired,employed,other,NC,4/14/2025 14:07
AP-10889,88,290,758,Excellent,West,5/16/1999,retired,self-employed,other,NC,5/27/2025 15:06
AP-10890,675,247,679,Good,Southwest,4/21/1961,self-employed,retired,own,NC,4/12/2025 18:33
AP-10891,496,240,585,Fair,Midwest,5/5/1952,retired,employed,other,NC,7/29/2026 18:16
AP-10892,25,230,458,Fair,Southeast,6/13/1966,employed,self-employed,own,NC,9/12/2025 12:48
AP-10893,969,352,836,Excellent,West,10/5/2006,employed,self-employed,rent,NC,9/5/2025 21:28
AP-10894,357,10,445,Subprime,Northeast,12/16/1960,retired,self-employed,rent,NC,5/17/2025 18:47
AP-10895,714,83,568,Subprime,Northeast,1/25/1979,self-employed,employed,rent,NC,8/24/2025 5:43
AP-10896,978,36,787,Excellent,Southeast,6/24/2005,employed,retired,other,NC,1/26/2026 0:04
AP-10897,593,90,505,Good,Midwest,5/13/1965,self-employed,retired,other,NC,2/21/2025 14:13
AP-10898,201,152,737,Good,Southeast,3/17/2000,retired,employed,other,NC,9/7/2025 1:23
AP-10899,523,270,743,Fair,Southeast,3/4/1946,employed,self-employed,rent,NC,8/30/2025 20:32
AP-10900,407,7,540,Good,Southeast,4/6/1969,self-employed,self-employed,own,NC,9/10/2025 2:57
AP-10901,737,276,324,Fair,Southeast,7/1/1961,self-employed,retired,rent,NC,5/26/2025 16:19
AP-10902,257,236,548,Subprime,West,9/18/1955,employed,employed,own,NC,9/30/2025 13:02
AP-10903,153,41,383,Good,Southeast,8/14/1987,self-employed,retired,own,NC,4/26/2025 22:47
AP-10904,537,218,770,Excellent,Midwest,11/23/1946,retired,self-employed,rent,NC,12/28/2025 10:44
AP-10905,459,206,638,Fair,Northeast,7/17/1985,employed,employed,rent,NC,3/31/2026 21:20
AP-10906,474,134,798,Good,Southeast,2/23/1990,employed,employed,own,NC,9/6/2025 3:45
AP-10907,744,226,368,Excellent,West,11/24/1975,retired,employed,rent,NC,3/20/2025 10:22
AP-10908,642,322,499,Excellent,Southwest,10/21/1953,retired,self-employed,rent,NC,5/22/2025 3:45
AP-10909,283,110,427,Excellent,Northeast,6/24/1965,employed,self-employed,own,NC,3/6/2025 21:08
AP-10910,286,34,443,Fair,Southwest,3/5/1985,retired,self-employed,other,NC,1/5/2025 8:28
AP-10911,871,312,437,Fair,Midwest,7/15/1978,employed,employed,own,NC,2/27/2026 21:21
AP-10912,707,337,580,Good,Southwest,8/11/1946,employed,self-employed,rent,NC,11/18/2025 5:37
AP-10913,656,349,716,Subprime,Midwest,2/3/1960,retired,self-employed,other,NC,3/17/2025 11:58
AP-10914,693,207,827,Good,Southwest,10/29/1972,retired,self-employed,rent,NC,6/9/2025 19:44
AP-10915,813,12,686,Excellent,Southwest,10/12/1972,self-employed,self-employed,other,NC,3/12/2025 22:05
AP-10916,804,152,387,Good,Northeast,12/10/1998,self-employed,retired,own,NC,9/7/2025 5:44
AP-10917,814,48,381,Fair,Northeast,2/28/2000,retired,employed,other,NC,2/22/2025 10:53
AP-10918,59,312,518,Subprime,Southwest,10/3/1961,self-employed,employed,rent,NC,10/14/2025 21:18
AP-10919,348,108,850,Subprime,Midwest,8/8/2006,retired,self-employed,own,NC,1/22/2025 0:10
AP-10920,431,237,367,Excellent,Southwest,8/5/1985,retired,employed,rent,NC,3/25/2026 1:35
AP-10921,744,199,413,Subprime,Southeast,11/29/2006,retired,employed,own,NC,6/13/2025 0:32
AP-10922,850,226,634,Good,Northeast,2/8/1945,self-employed,employed,rent,NC,4/2/2026 23:24
AP-10923,46,156,636,Fair,Southeast,6/12/2007,retired,retired,other,NC,3/14/2025 23:24
AP-10924,647,16,757,Excellent,Southwest,12/29/1947,self-employed,employed,rent,NC,9/4/2025 13:19
AP-10925,775,302,328,Subprime,Northeast,1/13/1989,retired,retired,own,NC,8/16/2025 22:09
AP-10926,537,48,540,Excellent,Southeast,8/26/2001,self-employed,employed,other,NC,4/19/2026 9:09
AP-10927,411,135,492,Fair,Northeast,3/27/1980,employed,employed,rent,NC,7/20/2026 17:42
AP-10928,861,293,595,Good,Midwest,10/21/1957,self-employed,self-employed,own,NC,4/29/2025 4:53
AP-10929,808,314,677,Fair,Midwest,5/25/1955,employed,self-employed,other,NC,9/7/2025 17:28
AP-10930,963,276,638,Subprime,West,11/14/1975,self-employed,retired,own,NC,12/19/2025 6:46
AP-10931,972,132,798,Fair,Midwest,11/8/1990,employed,self-employed,own,NC,10/3/2025 18:25
AP-10932,559,72,779,Fair,Southwest,4/7/1972,employed,retired,own,NC,9/7/2025 3:01
AP-10933,20,56,488,Good,Southwest,10/18/1966,employed,self-employed,rent,NC,7/17/2025 22:14
AP-10934,256,76,530,Fair,Northeast,8/12/1984,retired,employed,other,NC,6/15/2026 16:54
AP-10935,180,24,845,Good,Northeast,3/17/1991,employed,retired,own,NC,5/25/2025 21:23
AP-10936,153,22,342,Fair,Midwest,9/6/1994,retired,retired,own,NC,8/12/2025 0:55
AP-10937,153,107,667,Excellent,Southwest,1/10/1979,retired,self-employed,other,NC,3/2/2026 2:50
AP-10938,386,275,721,Excellent,Midwest,5/4/2007,self-employed,self-employed,rent,NC,6/10/2025 1:03
AP-10939,275,244,830,Subprime,Southwest,10/16/1997,retired,employed,rent,NC,8/5/2025 7:41
AP-10940,960,279,483,Good,Southeast,7/9/2004,retired,self-employed,own,NC,9/15/2025 19:15
AP-10941,361,118,795,Subprime,Southeast,7/6/1977,retired,self-employed,other,NC,6/3/2025 4:27
AP-10942,659,265,541,Good,Southeast,9/14/2003,employed,employed,rent,NC,4/12/2026 13:25
AP-10943,595,251,466,Fair,Southwest,2/23/1964,retired,retired,own,NC,6/28/2025 16:08
AP-10944,283,197,597,Excellent,Southeast,1/1/1979,retired,self-employed,other,NC,11/6/2025 14:02
AP-10945,909,3,371,Fair,Southeast,4/30/1986,employed,retired,rent,NC,5/23/2026 14:58
AP-10946,857,74,614,Subprime,Southeast,6/13/1991,self-employed,employed,other,NC,7/9/2025 3:35
AP-10947,199,93,374,Good,West,2/24/1976,retired,retired,rent,NC,5/21/2025 14:16
AP-10948,154,162,692,Good,Southwest,10/6/1957,retired,retired,own,NC,6/25/2025 13:04
AP-10949,136,299,410,Fair,Northeast,2/8/1985,employed,self-employed,own,NC,4/28/2026 9:40
AP-10950,13,329,524,Good,West,1/15/1975,self-employed,self-employed,other,NC,2/17/2026 3:54
AP-10951,65,17,807,Fair,West,1/9/1986,employed,retired,other,NC,3/14/2026 0:23
AP-10952,196,109,784,Excellent,Northeast,6/2/2001,employed,self-employed,rent,NC,9/2/2025 15:11
AP-10953,201,39,649,Subprime,West,6/30/2006,employed,employed,rent,NC,2/28/2025 22:35
AP-10954,678,1,317,Good,Midwest,5/15/1981,employed,employed,other,NC,6/18/2025 3:40
AP-10955,597,272,747,Good,Midwest,9/8/1964,employed,retired,own,NC,5/28/2025 10:44
AP-10956,360,200,789,Fair,Southwest,9/7/1981,retired,employed,other,NC,8/24/2025 17:45
AP-10957,599,8,739,Subprime,Southeast,1/17/1964,retired,employed,other,NC,1/12/2025 10:39
AP-10958,171,356,342,Excellent,Southeast,3/11/1951,employed,employed,rent,NC,5/9/2026 18:30
AP-10959,428,257,523,Excellent,Southwest,5/6/2002,self-employed,employed,own,NC,3/28/2025 3:40
AP-10960,726,45,833,Fair,Southeast,4/23/2002,retired,employed,own,NC,5/8/2025 5:12
AP-10961,968,330,811,Good,West,11/6/1991,self-employed,self-employed,other,NC,5/25/2025 1:59
AP-10962,213,340,385,Subprime,Southeast,10/23/1990,employed,employed,rent,NC,2/12/2026 7:51
AP-10963,728,260,544,Subprime,Southwest,6/24/2007,retired,employed,other,NC,6/15/2025 11:50
AP-10964,154,69,475,Subprime,Southwest,5/1/1952,self-employed,self-employed,rent,NC,7/25/2026 12:26
AP-10965,467,126,488,Fair,Midwest,11/10/2006,retired,retired,rent,NC,8/14/2025 10:29
AP-10966,741,62,513,Fair,Southeast,9/16/1972,self-employed,self-employed,other,NC,4/3/2025 14:25
AP-10967,671,61,392,Fair,Midwest,8/11/1962,employed,employed,own,NC,1/10/2025 12:20
AP-10968,131,284,551,Excellent,Southeast,7/10/2007,self-employed,employed,own,NC,2/25/2025 6:56
AP-10969,347,119,384,Excellent,Southwest,7/1/1958,employed,self-employed,rent,NC,6/11/2026 14:06
AP-10970,410,69,399,Fair,Midwest,5/16/1980,employed,employed,rent,NC,7/26/2026 17:02
AP-10971,233,351,405,Fair,West,7/12/1994,employed,employed,rent,NC,5/9/2026 22:53
AP-10972,986,182,789,Fair,Southeast,11/13/2003,self-employed,employed,rent,NC,8/24/2025 19:05
AP-10973,990,36,824,Good,Northeast,8/1/1988,self-employed,employed,own,NC,4/3/2025 22:01
AP-10974,757,297,396,Fair,Northeast,1/10/1999,retired,employed,own,NC,11/22/2025 0:33
AP-10975,442,266,496,Excellent,Midwest,1/17/2003,employed,employed,other,NC,7/19/2026 11:56
AP-10976,171,162,428,Excellent,Southeast,2/19/1976,self-employed,employed,other,NC,11/19/2025 22:14
AP-10977,902,135,336,Fair,Northeast,1/16/1979,self-employed,employed,rent,NC,4/25/2025 8:26
AP-10978,537,273,355,Excellent,Southwest,4/26/1999,retired,self-employed,own,NC,2/21/2026 21:34
AP-10979,287,206,572,Good,Southeast,5/23/1978,employed,self-employed,rent,NC,1/10/2026 8:24
AP-10980,718,106,451,Subprime,West,4/2/1972,employed,employed,rent,NC,10/29/2025 12:42
AP-10981,42,282,318,Subprime,Southeast,7/11/1959,self-employed,self-employed,other,NC,10/16/2025 0:07
AP-10982,704,146,336,Excellent,Midwest,1/30/1994,self-employed,employed,rent,NC,5/20/2026 17:32
AP-10983,943,38,639,Fair,West,5/18/1945,employed,employed,own,NC,2/14/2025 18:33
AP-10984,211,34,779,Excellent,Midwest,1/15/1982,retired,retired,own,NC,8/26/2025 17:19
AP-10985,837,245,718,Subprime,West,6/5/1993,self-employed,retired,other,NC,5/31/2026 5:37
AP-10986,635,122,530,Excellent,Midwest,3/5/1954,self-employed,self-employed,rent,NC,2/21/2026 5:25
AP-10987,586,341,476,Subprime,Midwest,3/4/1996,retired,retired,other,NC,2/23/2025 9:13
AP-10988,666,159,300,Fair,West,5/20/1970,self-employed,employed,other,NC,2/5/2026 8:09
AP-10989,82,77,317,Subprime,Southeast,6/16/1957,retired,self-employed,other,NC,11/13/2025 17:30
AP-10990,84,77,572,Good,Southwest,6/20/2000,retired,employed,own,NC,7/22/2025 12:35
AP-10991,453,43,648,Excellent,Southeast,11/4/1952,self-employed,self-employed,own,NC,10/30/2025 2:23
AP-10992,872,48,629,Excellent,Midwest,5/20/1947,retired,self-employed,rent,NC,6/19/2026 7:35
AP-10993,493,123,651,Fair,Midwest,6/4/1956,self-employed,retired,other,NC,2/7/2025 19:56
AP-10994,580,229,691,Subprime,Midwest,10/7/1990,self-employed,employed,own,NC,4/5/2025 15:52
AP-10995,320,76,305,Excellent,West,4/30/1986,self-employed,employed,own,NC,10/16/2025 13:02
AP-10996,469,342,756,Excellent,Southwest,7/17/1945,self-employed,employed,own,NC,5/7/2026 14:09
AP-10997,141,79,782,Good,Southwest,8/27/1983,self-employed,retired,other,NC,11/18/2025 3:23
AP-10998,486,141,576,Subprime,West,5/18/1962,retired,employed,rent,NC,5/12/2026 15:48
AP-10999,512,281,589,Subprime,Northeast,7/15/1960,employed,employed,rent,NC,3/7/2026 8:59
AP-11000,753,70,680,Subprime,West,10/14/1981,retired,employed,own,NC,6/7/2026 3:08
